SF	Word	Segmentation	Analysis	Freq
sebepsiz	sebepsiz	sebep-siz	Stem-siz	33
sebzeleri	sebzeleri	sebze-ler-i	Stem-pl-p3s	33
sektørmyz	sektörümüz	sektør-myz	Stem-p1p	33
selin	selin	sel-in	Stem-gen	33
seneki	seneki	sene-ki	Stem-ki	33
sermɑjeleri	sermayeleri	sermɑje-ler-i	Stem-pl-p3s	33
sejirʤiler	seyirciler	sejirʤi-ler	Stem-pl	33
siʤilleri	sicilleri	siʤil-ler-i	Stem-pl-p3s	33
sigortɑɯ	sigortayı	sigortɑ-ɯ	Stem-acc	33
sm	sm	s-m	Stem-p1s	33
sorumluluklɑrɯn	sorumlulukların	sorumluluk-lɑr-ɯn	Stem-pl-gen	33
suʧsuz	suçsuz	suʧ-suz	Stem-siz	33
surlɑr	surlar	sur-lɑr	Stem-pl	33
tɯklɯm	tıklım	tɯklɯm	Stem	33
tymden	tümden	tym-den	Stem-abl	33
tyrbein	türbenin	tyrbe-in	Stem-gen	33
tɑʃlɯk	taşlık	tɑʃ-lɯk	Stem-lik	33
tɑʃlɑrdɑn	taşlardan	tɑʃ-lɑr-dɑn	Stem-pl-abl	33
tɑtsɯz	tatsız	tɑt-sɯz	Stem-siz	33
teɰmen	teğmen	teɰmen	Stem	33
teʃviki	teşviki	teʃvik-i	Stem-p3s	33
teknikte	teknikte	teknik-te	Stem-loc	33
tepeleri	tepeleri	tepe-ler-i	Stem-pl-p3s	33
tepkiin	tepkinin	tepki-in	Stem-gen	33
teslimijet	teslimiyet	teslimijet	Stem	33
tevkif	tevkif	tevkif	Stem	33
tijɑtrouun	tiyatrosunun	tijɑtro-u-un	Stem-p3s-gen	33
tonoz	tonoz	tonoz	Stem	33
toplɑɯʤɯ	toplayıcı	top-lɑ-ɯʤɯ	Stem-la-yici	33
toprɑklɑrdɑn	topraklardan	toprɑk-lɑr-dɑn	Stem-pl-abl	33
triko	triko	triko	Stem	33
tutɑrsɯz	tutarsız	tutɑr-sɯz	Stem-siz	33
ulɑʃmɑlɑrnɯ	ulaşmalarını	ulɑʃ-mɑ-lɑr-n-ɯ	Stem-vn:inf-pl-p2s-acc	33
ulɑʃmɑnɯz	ulaşmanız	ulɑʃ-mɑ-nɯz	Stem-vn:inf-p2p	33
usɑnmɑdɑn	usanmadan	usɑn-mɑ-dɑn	Stem-vn:inf-abl	33
usulsyz	usulsüz	usul-syz	Stem-siz	33
ujɑrɯlɑrdɑ	uyarılarda	ujɑrɯ-lɑr-dɑ	Stem-pl-loc	33
ujɑrɯɑ	uyarıya	ujɑrɯ-ɑ	Stem-dat	33
uzɑtɯp	uzatıp	uzɑt-ɯp	Stem-cv:ip	33
vɑtɑnsever	vatansever	vɑtɑnsever	Stem	33
vɑzgeʧmei	vazgeçmesi	vɑzgeʧ-me-i	Stem-vn:inf-p3s	33
vesikɑ	vesika	vesikɑ	Stem	33
viʃne	vişne	viʃne	Stem	33
vurup	vurup	vur-up	Stem-cv:ip	33
jyksekokulɑ	yüksekokula	jyksekokul-ɑ	Stem-dat	33
jyksekokullɑrɯn	yüksekokulların	jyksekokul-lɑr-ɯn	Stem-pl-gen	33
jyzejli	yüzeyli	jyzej-li	Stem-li	33
jyzme	yüzmek	jyz-me	Stem-vn:inf	33
jyzjɯldɑki	yüzyıldaki	jyzjɯl-dɑ-ki	Stem-loc-ki	33
jɑɰdɑn	yağdan	jɑɰ-dɑn	Stem-abl	33
jɑkɯʃ	yakış	jɑk-ɯʃ	Stem-vn:yis	33
jɑlɯ	yalı	jɑlɯ	Stem	33
jɑndɑʃlɑrɯ	yandaşları	jɑndɑʃ-lɑr-ɯ	Stem-pl-acc	33
jɑnlɯʃlɑrɯn	yanlışların	jɑnlɯʃ-lɑr-ɯn	Stem-pl-gen	33
jɑsɑklɑɑn	yasaklayan	jɑsɑk-lɑ-ɑ-n	Stem-la-cv:ye-p2s	33
jɑjmɑɑ	yaymaya	jɑj-mɑ-ɑ	Stem-vn:inf-dat	33
jeɰeni	yeğeni	jeɰen-i	Stem-p3s	33
jerleʃimler	yerleşimler	jerleʃim-ler	Stem-pl	33
jirmidørt	yirmidört	jirmidørt	Stem	33
jijeʤeklerden	yiyeceklerden	jijeʤek-ler-den	Stem-pl-abl	33
jolʤuun	yolcunun	jolʤu-un	Stem-gen	33
jumurtɑdɑn	yumurtadan	jumurtɑ-dɑn	Stem-abl	33
zɑferin	zaferin	zɑfer-in	Stem-gen	33
zooloʒi	zooloji	zooloʒi	Stem	33
ʧɯkɑbiljor	çıkabiliyor	ʧɯk-ɑbil-jor	Stem-abil-cont	32
ʧølde	çölde	ʧøl-de	Stem-loc	32
ʧɑdɯrlɑrdɑ	çadırlarda	ʧɑdɯr-lɑr-dɑ	Stem-pl-loc	32
ʧɑjlɑr	çaylar	ʧɑj-lɑr	Stem-pl	32
ʧekirdekli	çekirdekli	ʧekirdek-li	Stem-li	32
ʧekmeden	çekmeden	ʧek-me-den	Stem-vn:inf-abl	32
ʧemberi	çemberi	ʧember-i	Stem-p3s	32
ʧetelerin	çetelerin	ʧete-ler-in	Stem-pl-gen	32
ʧoʤuklɑrnɯzɯ	çocuklarınızı	ʧoʤuk-lɑr-nɯz-ɯ	Stem-pl-p2p-acc	32
ʧoʤukluktɑn	çocukluktan	ʧoʤuk-luk-tɑn	Stem-lik-abl	32
øɰlejin	öğleyin	øɰlejin	Stem	32
øɰrenimleri	öğrenimleri	øɰrenim-ler-i	Stem-pl-acc	32
ønlemede	önlemede	ønle-me-de	Stem-vn:inf-loc	32
ørgytlenmee	örgütlenmeye	ørgyt-len-me-e	Stem-lan-vn:inf-dat	32
øjkyy	öyküyü	øjky-y	Stem-acc	32
ʃɑhitlik	şahitlik	ʃɑhit-lik	Stem-lik	32
ʃɑnsm	şansım	ʃɑns-m	Stem-p1s	32
ʃɑnsɯɯn	şansının	ʃɑns-ɯ-ɯn	Stem-p3s-gen	32
ʃɑrtnɑmee	şartnameye	ʃɑrtnɑme-e	Stem-dat	32
ʃebekeler	şebekeler	ʃebeke-ler	Stem-pl	32
ʃekillenen	şekillenen	ʃekil-len-en	Stem-lan-part:pres	32
ʃemsi	şemsi	ʃems-i	Stem-p3s	32
ʃenlikler	şenlikler	ʃenlik-ler	Stem-pl	32
ʃiddetiin	şiddetinin	ʃiddet-i-in	Stem-p3s-gen	32
ystlenmei	üstlenmesi	ystlen-me-i	Stem-vn:inf-p3s	32
yzerleri	üzerleri	yzer-ler-i	Stem-pl-p3s	32
ɑʧɯklɑmɑdɑn	açıklamadan	ɑʧɯklɑ-mɑ-dɑn	Stem-vn:inf-abl	32
ɑʧɯlɯmlɑr	açılımlar	ɑʧɯlɯm-lɑr	Stem-pl	32
ɑʧtɯktɑn	açtıktan	ɑʧ-tɯk-tɑn	Stem-vn:past-abl	32
ɑɰɑbejm	ağabeyim	ɑɰɑbej-m	Stem-p1s	32
ɑʤenteler	acenteler	ɑʤente-ler	Stem-pl	32
ɑfetlere	afetlere	ɑfet-ler-e	Stem-pl-dat	32
ɑkɑrsulɑrɯn	akarsuların	ɑkɑrsu-lɑr-ɯn	Stem-pl-gen	32
ɑksɑk	aksak	ɑksɑk	Stem	32
ɑksɑmɑdɑn	aksamadan	ɑksɑ-mɑ-dɑn	Stem-vn:inf-abl	32
ɑlɯʃveriʃte	alışverişte	ɑlɯʃveriʃ-te	Stem-loc	32
ɑlevler	alevler	ɑlev-ler	Stem-pl	32
ɑlkolsyz	alkolsüz	ɑlkol-syz	Stem-siz	32
ɑmirleriin	amirlerinin	ɑmir-ler-i-in	Stem-pl-p3s-gen	32
ɑnɑlizlerin	analizlerin	ɑnɑliz-ler-in	Stem-pl-gen	32
ɑnlɑmɑɯ	anlamayı	ɑnlɑ-mɑ-ɯ	Stem-vn:inf-acc	32
ɑnnelere	annelere	ɑnne-ler-e	Stem-pl-dat	32
ɑpɑrtmɑnɯn	apartmanın	ɑpɑrtmɑn-ɯn	Stem-gen	32
ɑrɑʃtɯrɑrɑk	araştırarak	ɑrɑʃtɯr-ɑrɑk	Stem-cv:erek	32
ɑrɑʃtɯrmɑlɑrdɑn	araştırmalardan	ɑrɑʃtɯr-mɑ-lɑr-dɑn	Stem-vn:inf-pl-abl	32
ɑrɑmɑɯn	aramanın	ɑrɑmɑ-ɯn	Stem-gen	32
ɑskerden	askerden	ɑsker-den	Stem-abl	32
ɑtøljede	atölyede	ɑtølje-de	Stem-loc	32
ɑjɑkkɑbɯlɑrɯ	ayakkabıları	ɑjɑkkɑbɯ-lɑr-ɯ	Stem-pl-p3s	32
ɑzɯnlɯklɑrɑ	azınlıklara	ɑzɯnlɯk-lɑr-ɑ	Stem-pl-dat	32
ɑzɑlmɑlɑr	azalmalar	ɑzɑl-mɑ-lɑr	Stem-vn:inf-pl	32
byjyme	büyümek	byjy-me	Stem-vn:inf	32
bɑʃɑsistɑn	başasistan	bɑʃɑsistɑn	Stem	32
bɑʃkomutɑn	başkomutan	bɑʃkomutɑn	Stem	32
bɑʃtɑki	baştaki	bɑʃ-tɑ-ki	Stem-loc-ki	32
bɑkijeleri	bakiyeleri	bɑkije-ler-i	Stem-pl-p3s	32
bɑrɑʒlɑrɯ	barajları	bɑrɑʒ-lɑr-ɯ	Stem-pl-p3s	32
bɑsɯk	basık	bɑsɯk	Stem	32
bɑtɯn	batın	bɑtɯn	Stem	32
bilezik	bilezik	bilezik	Stem	32
binip	binip	bin-ip	Stem-cv:ip	32
biti	biti	bit-i	Stem-p3s	32
bijomedikɑl	biyomedikal	bijomedikɑl	Stem	32
bombɑlɯ	bombalı	bombɑ-lɯ	Stem-li	32
bulmɑɯn	bulmanın	bulmɑ-ɯn	Stem-gen	32
bulunduktɑn	bulunduktan	bulun-duk-tɑn	Stem-vn:past-abl	32
bulundurmɑɯ	bulundurması	bulundur-mɑ-ɯ	Stem-vn:inf-p3s	32
burundɑn	burundan	burun-dɑn	Stem-abl	32
ʤemɑɑtin	cemaatin	ʤemɑɑt-in	Stem-gen	32
ʤepheleri	cepheleri	ʤephe-ler-i	Stem-pl-p3s	32
ʤoʃkuu	coşkusu	ʤoʃku-u	Stem-p3s	32
døʃemeleri	döşemeleri	døʃeme-ler-i	Stem-pl-p3s	32
dyʃynmein	düşünmenin	dyʃyn-me-in	Stem-vn:inf-gen	32
dɑɰɯtɯʤɯɯ	dağıtıcısı	dɑɰɯt-ɯʤɯ-ɯ	Stem-yici-p3s	32
dɑɰlɑrdɑn	dağlardan	dɑɰ-lɑr-dɑn	Stem-pl-abl	32
dɑmɑrlɑrɯɯn	damarlarının	dɑmɑr-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	32
dɑmlɑɯ	damlası	dɑmlɑ-ɯ	Stem-p3s	32
dɑrlɯk	darlık	dɑr-lɯk	Stem-lik	32
dɑvetlii	davetlisi	dɑvet-li-i	Stem-li-p3s	32
deɰiʃ	değiş	deɰ-iʃ	Stem-vn:yis	32
deɰiʃikliklerde	değişikliklerde	deɰiʃik-lik-ler-de	Stem-lik-pl-loc	32
dekɑrɑ	dekara	dekɑr-ɑ	Stem-dat	32
demeti	demeti	demet-i	Stem-p3s	32
demirli	demirli	demir-li	Stem-li	32
denizɑltɯ	denizaltı	denizɑltɯ	Stem	32
denklerin	denklerin	denk-ler-in	Stem-pl-gen	32
depolɑrɯɯn	depolarının	depo-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	32
dereler	dereler	dere-ler	Stem-pl	32
dergilere	dergilere	dergi-ler-e	Stem-pl-dat	32
devreleriin	devrelerinin	devre-ler-i-in	Stem-pl-p3s-gen	32
diʃiler	dişiler	diʃi-ler	Stem-pl	32
dikte	dikte	dikte	Stem	32
dipnot	dipnot	dipnot	Stem	32
dijeti	diyeti	dijet-i	Stem-p3s	32
doɰrultuu	doğrultusu	doɰrultu-u	Stem-p3s	32
dokulɑrɯɯn	dokularının	doku-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	32
dokumɑʤɯlɯk	dokumacılık	dokumɑʤɯ-lɯk	Stem-lik	32
dokunɑrɑk	dokunarak	dokun-ɑrɑk	Stem-cv:erek	32
dokunulmɑzlɯk	dokunulmazlık	dokunulmɑzlɯk	Stem	32
durumnuz	durumunuz	durum-nuz	Stem-p2p	32
dujurmɑ	duyurma	dujur-mɑ	Stem-vn:inf	32
dvi	dvi	dv-i	Stem-p3s	32
ebedijete	ebediyete	ebedijet-e	Stem-dat	32
ee	ee	ee	Stem	32
ekiʤi	ekici	ek-iʤi	Stem-yici	32
ekonomimizin	ekonomimizin	ekonomi-miz-in	Stem-p1p-gen	32
endokrinoloʒi	endokrinoloji	endokrinoloʒi	Stem	32
enstitymyzde	enstitümüzde	enstity-myz-de	Stem-p1p-loc	32
eriʃimde	erişimde	eriʃim-de	Stem-loc	32
esɑslɑrɯn	esasların	esɑs-lɑr-ɯn	Stem-pl-gen	32
eserden	eserden	eser-den	Stem-abl	32
evmizde	evimizde	ev-miz-de	Stem-p1p-loc	32
fyzeler	füzeler	fyze-ler	Stem-pl	32
fɑbrikɑmɯz	fabrikamız	fɑbrikɑ-mɯz	Stem-p1p	32
fɑkyltemize	fakültemize	fɑkylte-miz-e	Stem-p1p-dat	32
fɑni	fani	fɑni	Stem	32
fɑntezi	fantezi	fɑntezi	Stem	32
fɑrkɯndɑlɯk	farkındalık	fɑrkɯndɑlɯk	Stem	32
fɑturɑdɑ	faturada	fɑturɑ-dɑ	Stem-loc	32
felɑketler	felaketler	felɑket-ler	Stem-pl	32
felsefede	felsefede	felsefe-de	Stem-loc	32
folklorik	folklorik	folklorik	Stem	32
fonksijonlɑrɑ	fonksiyonlara	fonksijon-lɑr-ɑ	Stem-pl-dat	32
gɯrtlɑk	gırtlak	gɯrtlɑk	Stem	32
gøryʃmelerden	görüşmelerden	gøryʃme-ler-den	Stem-pl-abl	32
gørenin	görenin	gør-e-n-in	Stem-cv:ye-p2s-gen	32
gørmemiz	görmemiz	gør-me-miz	Stem-vn:inf-p1p	32
gøsterimleri	gösterimleri	gøsterim-ler-i	Stem-pl-p3s	32
gøstermei	göstermeyi	gøster-me-i	Stem-vn:inf-acc	32
gøtyrerek	götürerek	gøtyr-erek	Stem-cv:erek	32
gøzmyz	gözümüz	gøz-myz	Stem-p1p	32
gøzetme	gözetmek	gøzet-me	Stem-vn:inf	32
gyʧlere	güçlere	gyʧ-ler-e	Stem-pl-dat	32
gydym	güdüm	gydym	Stem	32
gyvenlikli	güvenlikli	gyvenlik-li	Stem-li	32
gyvensiz	güvensiz	gyven-siz	Stem-siz	32
geʧinen	geçinen	geʧin-en	Stem-part:pres	32
genleʃme	genleşme	gen-leʃ-me	Stem-las-vn:inf	32
getirebilmei	getirebilmesi	getir-ebil-me-i	Stem-abil-vn:inf-p3s	32
getirmede	getirmede	getir-me-de	Stem-vn:inf-loc	32
girdilerin	girdilerin	girdi-ler-in	Stem-pl-gen	32
giriʃimleriin	girişimlerinin	giriʃim-ler-i-in	Stem-pl-p3s-gen	32
girmein	girmenin	gir-me-in	Stem-vn:inf-gen	32
hɯrsɯzlɑr	hırsızlar	hɯrsɯz-lɑr	Stem-pl	32
hykymden	hükümden	hykym-den	Stem-abl	32
hɑberlerde	haberlerde	hɑber-ler-de	Stem-pl-loc	32
hɑkemin	hakemin	hɑkem-in	Stem-gen	32
hɑlkʧɯ	halkçı	hɑlk-ʧɯ	Stem-ci	32
hɑllerin	hallerin	hɑl-ler-in	Stem-pl-gen	32
hɑmɑmlɑr	hamamlar	hɑmɑm-lɑr	Stem-pl	32
hɑmi	hami	hɑmi	Stem	32
hɑrʤɑmɑlɑrdɑ	harcamalarda	hɑrʤɑ-mɑ-lɑr-dɑ	Stem-vn:inf-pl-loc	32
hɑrʤɑɑn	harcayan	hɑrʤɑ-ɑn	Stem-part:pres	32
hɑsɯlɑt	hasılat	hɑsɯlɑt	Stem	32
hɑtɯr	hatır	hɑtɯr	Stem	32
hɑvɑsɯz	havasız	hɑvɑ-sɯz	Stem-siz	32
hɑjvɑnɑ	hayvana	hɑjvɑn-ɑ	Stem-dat	32
herkeste	herkeste	herkes-te	Stem-loc	32
hejbetli	heybetli	hejbet-li	Stem-li	32
hidrotermɑl	hidrotermal	hidrotermɑl	Stem	32
iʧerideki	içerideki	iʧeri-de-ki	Stem-loc-ki	32
iʤrɑɑt	icraat	iʤrɑɑt	Stem	32
ihtijɑʧtɑn	ihtiyaçtan	ihtijɑʧ-tɑn	Stem-abl	32
ilʧeler	ilçeler	ilʧe-ler	Stem-pl	32
ilerlemeleri	ilerlemeleri	ilerle-me-ler-i	Stem-vn:inf-pl-p3s	32
imɑrɑ	imara	imɑr-ɑ	Stem-dat	32
imzɑlɑmɯʃ	imzalamış	imzɑ-lɑ-mɯʃ	Stem-la-evid	32
inɑnʤɑ	inanca	inɑnʤɑ	Stem	32
inʤeledikten	inceledikten	inʤele-dik-ten	Stem-vn:past-abl	32
ipekʧi	ipekçi	ipek-ʧi	Stem-ci	32
isleen	isleyen	is-le-e-n	Stem-la-cv:ye-p2s	32
istɑsjonlɑr	istasyonlar	istɑsjon-lɑr	Stem-pl	32
istɑsjonlɑrdɑ	istasyonlarda	istɑsjon-lɑr-dɑ	Stem-pl-loc	32
istihdɑmɑ	istihdama	istihdɑm-ɑ	Stem-dat	32
itirɑzɯn	itirazın	itirɑz-ɯn	Stem-gen	32
ijot	iyot	ijot	Stem	32
izlem	izlem	izlem	Stem	32
izleriin	izlerinin	iz-ler-i-in	Stem-pl-p3s-gen	32
ʒenerik	jenerik	ʒenerik	Stem	32
ʒinekoloʒi	jinekoloji	ʒinekoloʒi	Stem	32
kɯjɯdɑn	kıyıdan	kɯjɯ-dɑn	Stem-abl	32
kyllije	külliye	kyllije	Stem	32
kymeleri	kümeleri	kyme-ler-i	Stem-pl-p3s	32
kyrsyden	kürsüden	kyrsy-den	Stem-abl	32
kytleiin	kütlesinin	kytle-i-in	Stem-p3s-gen	32
kɑfesi	kafesi	kɑfes-i	Stem-p3s	32
kɑhvede	kahvede	kɑhve-de	Stem-loc	32
kɑlɑbilme	kalabilmek	kɑl-ɑbil-me	Stem-abil-vn:inf	32
kɑmpɑnjɑɯ	kampanyayı	kɑmpɑnjɑ-ɯ	Stem-acc	32
kɑnɑɑti	kanaati	kɑnɑɑt-i	Stem-acc	32
kɑnundɑki	kanundaki	kɑnun-dɑ-ki	Stem-loc-ki	32
kɑnjon	kanyon	kɑnjon	Stem	32
kɑplɑnmɑɯ	kaplanması	kɑp-lɑn-mɑ-ɯ	Stem-lan-vn:inf-p3s	32
kɑplɑrɯn	kapların	kɑp-lɑr-ɯn	Stem-pl-gen	32
kɑpsɑmɑɯ	kapsaması	kɑpsɑ-mɑ-ɯ	Stem-vn:inf-p3s	32
kɑptɑnɯ	kaptanı	kɑptɑn-ɯ	Stem-p3s	32
kɑrɯʃmɑ	karışma	kɑrɯʃ-mɑ	Stem-vn:inf	32
kɑsɑdɑ	kasada	kɑsɑ-dɑ	Stem-loc	32
kɑsɑɯn	kasanın	kɑsɑ-ɯn	Stem-gen	32
kɑtilmi	katilimi	kɑtil-m-i	Stem-p1s-acc	32
kɑtkɯlɯ	katkılı	kɑtkɯ-lɯ	Stem-li	32
kɑtkɯlɑrdɑn	katkılardan	kɑtkɯ-lɑr-dɑn	Stem-pl-abl	32
kɑvimlerin	kavimlerin	kɑvim-ler-in	Stem-pl-gen	32
kɑjnɑʃmɑ	kaynaşma	kɑjnɑʃ-mɑ	Stem-vn:inf	32
kɑzɑnlɑr	kazanlar	kɑzɑn-lɑr	Stem-pl	32
kɑzɑnmɑɯ	kazanmayı	kɑzɑn-mɑ-ɯ	Stem-vn:inf-acc	32
kelimelerden	kelimelerden	kelime-ler-den	Stem-pl-abl	32
kemerin	kemerin	kemer-in	Stem-gen	32
kendimizin	kendimizin	kendi-miz-in	Stem-p1p-gen	32
kerede	kerede	kere-de	Stem-loc	32
kermes	kermes	kermes	Stem	32
kilolu	kilolu	kilo-lu	Stem-li	32
kinemɑtik	kinematik	kinemɑtik	Stem	32
klɑsørler	klasörler	klɑsør-ler	Stem-pl	32
koʃmɑɑ	koşmaya	koʃ-mɑ-ɑ	Stem-vn:inf-dat	32
kolerɑ	kolera	kolerɑ	Stem	32
kompleksleri	kompleksleri	kompleks-ler-i	Stem-pl-acc	32
konɑklɑrɯ	konakları	konɑk-lɑr-ɯ	Stem-pl-p3s	32
konsejin	konseyin	konsej-in	Stem-gen	32
konumuun	konumunun	konum-u-un	Stem-p3s-gen	32
koruʤulɑrɯn	korucuların	koruʤu-lɑr-ɯn	Stem-pl-gen	32
kristɑlin	kristalin	kristɑl-in	Stem-gen	32
kumɑʃɯn	kumaşın	kumɑʃ-ɯn	Stem-gen	32
kurʃunlu	kurşunlu	kurʃun-lu	Stem-li	32
kurɑlɯn	kuralın	kurɑl-ɯn	Stem-gen	32
kusurɑ	kusura	kusur-ɑ	Stem-dat	32
lɑptop	laptop	lɑptop	Stem	32
liberɑlizm	liberalizm	liberɑlizm	Stem	32
lijɑkɑt	liyakat	lijɑkɑt	Stem	32
mɑɰɑzɑnɯn	mağazanın	mɑɰɑzɑ-n-ɯn	Stem-p2s-gen	32
mɑkinelerde	makinelerde	mɑkine-ler-de	Stem-pl-loc	32
mɑrketlerde	marketlerde	mɑrket-ler-de	Stem-pl-loc	32
mɑsɑllɑr	masallar	mɑsɑl-lɑr	Stem-pl	32
mɑtrisler	matrisler	mɑtris-ler	Stem-pl	32
meʃɑle	meşale	meʃɑle	Stem	32
meblɑɰɯ	meblağı	meblɑɰ-ɯ	Stem-p3s	32
memede	memede	meme-de	Stem-loc	32
menfɑɑtler	menfaatler	menfɑɑt-ler	Stem-pl	32
mesulijet	mesuliyet	mesulijet	Stem	32
metinlerden	metinlerden	metin-ler-den	Stem-pl-abl	32
metrekɑree	metrekareye	metrekɑre-e	Stem-dat	32
mej	mey	mej	Stem	32
mezunlɑrmɯzɯn	mezunlarımızın	mezun-lɑr-mɯz-ɯn	Stem-pl-p1p-gen	32
miktɑrlɑrɯn	miktarların	miktɑr-lɑr-ɯn	Stem-pl-gen	32
miller	miller	mil-ler	Stem-pl	32
mimɑride	mimaride	mimɑri-de	Stem-loc	32
mitingi	mitingi	miting-i	Stem-p3s	32
mitoloʒik	mitolojik	mitoloʒik	Stem	32
modernizɑsjon	modernizasyon	modernizɑsjon	Stem	32
morɑli	morali	morɑl-i	Stem-p3s	32
muɑmelein	muamelenin	muɑmele-in	Stem-gen	32
muɑjeneden	muayeneden	muɑjene-den	Stem-abl	32
muhɑbere	muhabere	muhɑbere	Stem	32
nyshɑlɑrɯ	nüshaları	nyshɑ-lɑr-ɯ	Stem-pl-p3s	32
neʃir	neşir	neʃir	Stem	32
oʃinogrɑfi	oşinografi	oʃinogrɑfi	Stem	32
olimpijɑtlɑrɯ	olimpiyatları	olimpijɑt-lɑr-ɯ	Stem-pl-p3s	32
oluʃuun	oluşunun	ol-uʃ-u-un	Stem-vn:yis-p3s-gen	32
orɑnlɑrɯn	oranların	orɑn-lɑr-ɯn	Stem-pl-gen	32
otelmiz	otelimiz	otel-miz	Stem-p1p	32
otozomɑl	otozomal	otozomɑl	Stem	32
ovɑdɑ	ovada	ovɑ-dɑ	Stem-loc	32
ovɑlɯk	ovalık	ovɑ-lɯk	Stem-lik	32
ovɑɯn	ovanın	ovɑ-ɯn	Stem-gen	32
pɑletler	paletler	pɑlet-ler	Stem-pl	32
pɑnorɑmɑ	panorama	pɑnorɑmɑ	Stem	32
pɑrɑnɯzɯ	paranızı	pɑrɑ-nɯz-ɯ	Stem-p2p-acc	32
pɑrselde	parselde	pɑrsel-de	Stem-loc	32
pɑrtimize	partimize	pɑrti-miz-e	Stem-p1p-dat	32
plɑʒɯ	plajı	plɑʒ-ɯ	Stem-p3s	32
porsijon	porsiyon	porsijon	Stem	32
profesørler	profesörler	profesør-ler	Stem-pl	32
progrɑmlɑrmɯz	programlarımız	progrɑm-lɑr-mɯz	Stem-pl-p1p	32
progrɑmlɑrdɑki	programlardaki	progrɑm-lɑr-dɑ-ki	Stem-pl-loc-ki	32
proteinin	proteinin	protein-in	Stem-gen	32
puɑnɑ	puana	puɑn-ɑ	Stem-dat	32
røleleri	röleleri	røle-ler-i	Stem-pl-p3s	32
rytbe	rütbe	rytbe	Stem	32
rytbei	rütbesi	rytbe-i	Stem-p3s	32
rɑkɑmlɑrdɑn	rakamlardan	rɑkɑm-lɑr-dɑn	Stem-pl-abl	32
rɑkipleri	rakipleri	rɑkip-ler-i	Stem-pl-acc	32
reʧel	reçel	reʧel	Stem	32
reʧetelere	reçetelere	reʧete-ler-e	Stem-pl-dat	32
reformuun	reformunun	reform-u-un	Stem-p3s-gen	32
rekɑbetten	rekabetten	rekɑbet-ten	Stem-abl	32
renklerden	renklerden	renk-ler-den	Stem-pl-abl	32
sɯnɯflɑrdɑn	sınıflardan	sɯnɯf-lɑr-dɑn	Stem-pl-abl	32
sɯrɑɯn	sıranın	sɯrɑ-ɯn	Stem-gen	32
sykun	sükun	sykun	Stem	32
syte	süte	syt-e	Stem-dat	32
sɑbotɑʒ	sabotaj	sɑbotɑʒ	Stem	32
sɑfhɑɯ	safhası	sɑfhɑ-ɯ	Stem-p3s	32
sɑfhɑɑ	safhaya	sɑfhɑ-ɑ	Stem-dat	32
sɑhnein	sahnenin	sɑhne-in	Stem-gen	32
sɑhnei	sahneyi	sɑhne-i	Stem-acc	32
sɑkɑllɯ	sakallı	sɑkɑl-lɯ	Stem-li	32
sɑlonlɑr	salonlar	sɑlon-lɑr	Stem-pl	32
sɑnɑtʧɯɑ	sanatçıya	sɑnɑt-ʧɯ-ɑ	Stem-ci-dat	32
sɑnɑjiiin	sanayisinin	sɑnɑji-i-in	Stem-p3s-gen	32
sɑnʤɯ	sancı	sɑnʤɯ	Stem	32
sɑndɯklɯ	sandıklı	sɑndɯklɯ	Stem	32
sɑntrɑllɑrdɑ	santrallarda	sɑntrɑl-lɑr-dɑ	Stem-pl-loc	32
sɑntrɑllerin	santrallerin	sɑntrɑl-ler-in	Stem-pl-gen	32
sɑrɯp	sarıp	sɑr-ɯp	Stem-cv:ip	32
sɑvʤɯlɑrɯ	savcıları	sɑvʤɯ-lɑr-ɯ	Stem-pl-p3s	32
sɑvʤɯlɑrɯn	savcıların	sɑvʤɯ-lɑr-ɯn	Stem-pl-gen	32
sɑjɯlɑrdɑ	sayılarda	sɑjɯ-lɑr-dɑ	Stem-pl-loc	32
sebɑt	sebat	sebɑt	Stem	32
sebzelerin	sebzelerin	sebze-ler-in	Stem-pl-gen	32
sefiri	sefiri	sefir-i	Stem-p3s	32
semtlerde	semtlerde	semt-ler-de	Stem-pl-loc	32
sendikɑlɑrɑ	sendikalara	sendikɑ-lɑr-ɑ	Stem-pl-dat	32
seren	seren	ser-en	Stem-part:pres	32
sermɑjeden	sermayeden	sermɑje-den	Stem-abl	32
sersemlik	sersemlik	sersem-lik	Stem-lik	32
sejirʤie	seyirciye	sejirʤi-e	Stem-dat	32
silɑhlɑrdɑn	silahlardan	silɑh-lɑr-dɑn	Stem-pl-abl	32
silerek	silerek	sil-erek	Stem-cv:erek	32
sistemmizi	sistemimizi	sistem-miz-i	Stem-p1p-acc	32
sitenizde	sitenizde	site-niz-de	Stem-p2p-loc	32
soket	soket	soket	Stem	32
sorunlɑrmɯzɯn	sorunlarımızın	sorun-lɑr-mɯz-ɯn	Stem-pl-p1p-gen	32
stɑʒɑ	staja	stɑʒ-ɑ	Stem-dat	32
stɑʒjerin	stajyerin	stɑʒjer-in	Stem-gen	32
suistimɑl	suistimal	suistimɑl	Stem	32
sungur	sungur	sungur	Stem	32
sunmɑtɑn	sunmaktan	sun-mɑ-tɑn	Stem-vn:inf-abl	32
